feature,scope,month,mean_bin0,mean_bin9,delta_mean_pnl_R
asset_macd_line_1h,RISK_ON_1,2024-03,-1.02334990529914,0.17731098233061493,1.2006608876297549
asset_macd_line_1h,RISK_ON_1,2024-06,-1.0349575107562166,-0.532683648118978,0.5022738626372386
asset_macd_line_1h,RISK_ON_1,2024-07,,3.95488740534274,
asset_macd_line_1h,RISK_ON_1,2024-10,-1.02181914265306,-0.7136758398444085,0.30814330280865154
asset_macd_line_1h,RISK_ON_1,2024-11,-0.7229117699919816,0.1049216129480182,0.8278333829399998
asset_macd_line_1h,RISK_ON_1,2025-05,-0.04924986567375866,1.1289155854710062,1.1781654511447648
asset_macd_line_1h,RISK_ON_1,2025-07,0.7842950169846428,0.9125640598771043,0.12826904289246155
asset_macd_line_1h,RISK_ON_1,2025-08,,-1.046647377823316,
asset_macd_line_1h,RISK_ON_1,2025-09,-0.11280811632059219,0.5166267945974593,0.6294349109180515
asset_macd_line_1h,RISK_ON_1,2025-10,-1.05383453484729,0.7848517653459911,1.838686300193281
asset_macd_line_4h,RISK_ON_1,2023-01,-1.0334341053898235,-0.3095889593357815,0.723845146054042
asset_macd_line_4h,RISK_ON_1,2023-02,-1.03971810612589,-0.2672611323670805,0.7724569737588095
asset_macd_line_4h,RISK_ON_1,2023-04,0.9952001519861596,0.43192223971751076,-0.5632779122686489
asset_macd_line_4h,RISK_ON_1,2023-05,-0.177470792349143,-1.0905606784479152,-0.9130898860987722
asset_macd_line_4h,RISK_ON_1,2023-06,0.242518074252555,1.7587833367948829,1.5162652625423279
